plywood, pren tair haen, celf,
resist printing, gwrthbrintio, celf,
resistance, gwrthiant, celf,
resistance wire technique, techneg gwrthiant gwifren, celf,
resistant, gwrthiannol, celf,
respective, priodol, celf,
respectively, yn ôl eu trefn, celf,
respiratory, resbiradol, celf,
respiratory device, dyfais resbiradol, celf,
response, ymateb, celf,
rest-stick, ffon peintiwr, celf,
restoration, adferiad, celf,
restore, adfer, celf,
restriction, cyfyngiad, celf,
result, canlyniad, celf,
retable, ysgafell, celf,
retard, arafu, celf,
retarder, arafwr, celf,
retina, retina, celf,
reveal, dadlennu, celf,
reverse, gwrthdroi, celf,
reverse side, tu chwith, celf,
reversed, cildro, celf,
reversible, cildroadwy, celf,
reversible, dwyffordd, celf,
revolution, chwyldro, celf,
revolving stage, llwyfan tro, celf,
rhomb, rhomb, celf,
rhythm, rhythm, celf,
ribbon, rhuban, celf,
rice paper, papur reis, celf,
rich, cyfoethog, celf,
rich, bras, celf,
richness, cyfoeth, celf,
ridge, gwrym, celf,
ridge, crib, celf,
riffler, rifflwr, celf,
right angle, ongl sgwâr, celf,
rigid, anhyblyg, celf,
rigid wire, gwifren anhyblyg, celf,
rigidity, anhyblygedd, celf,
rim, ymyl, celf,
ring, cylch, celf,
rinse, rins, celf,
rinse, rinsio, celf,
ripple, crychdonni, celf,
ripple, crych, celf,
ripple, crychdon, celf,
riser, codwr, celf,
rivet, rhybed, celf,
rivet, rhybedu, celf,
robe, mantell, celf,
rock, craig, celf,
rococo, rococo, celf,
rod, rhoden, celf,
rod and glove puppet, pyped rod a maneg, celf,
rod puppet, pyped rod, celf,
rolag, gwlân, celf,
roll, rholyn, celf,
roll, rholio, celf,
roller, rholer, celf,
roller blind, llen rholer, celf,
roller loom, gwŷdd rholer, celf,
roller shuttle, gwennol rholer, celf,
rolling pin, rholbren, celf,
roman, rhufeinig, celf,
roman alphabet, gwyddor rufeinig, celf,
romantic, rhamantaidd, celf,
romantic art, celfyddyd ramantaidd, celf,
romanticism, rhamantiaeth, celf,
rope, rhaff, celf,
rose, rhosyn, celf,
rose path pattern, patrwm lôn y rhosyn, celf,
rosewood, rhosbren, celf,
rosewood handle, carn rhosbren, celf,
rostrum, rostrwm, celf,
rotate, cylchdroi, celf,
rotation, cylchdro, celf,
rouge, rhuddliw, celf,
rough, garw, celf,
rough draft, drafft bras, celf,
rough drawing, lluniad lled gywir, celf,
rough surface, arwyneb garw, celf,
roughness, garwedd, celf,
round, crwn, celf,
round arch, bwa crwn, celf,
round base, sylfaen gron, celf,
round centre cane, gwialen ganol crwn, celf,
round nose pliers, gefelen drwyn crwn, celf,
round off, talgrynnu, celf,
roundhead rivet, rhybed pengrwn, celf,
roundhead scissors, siswrn pig crwn, celf,
rounding, crymu, celf,
roundness, crynrwydd, celf,
royal academy of arts the, academi frenhinol y celfyddydau, celf,
royal cambrian academy of arts, academi gelf frenhinol cymru, celf,
rub, rhwbio, celf,
rubber, rwber, celf,
rubber band, band rwber, celf,
rubber squeegee, gwesgi rwber, celf,
rubber webbing, webin rwber, celf,
rubbing, ffrotais, celf,
rubbing, rhwbiad, celf,
rubbing stick, ffon rwbio, celf,
ruin, adfail, celf,
ruler, riwl, celf,
ruler, pren mesur, celf,
ruling pen, pen riwlio, celf,
runner, ymledydd, celf,
runner cup, cwpan ymledu, celf,
running stitch, pwyth rhedeg, celf,
rush, brwynen, celf,
rust, rhydu, celf,
rust, rhwd, celf,
rustification, creigwaith, celf,
rustless nail, hoelen wrthrwd, celf,
rusty, rhydlyd, celf,
sable, sabl, celf,
sable brush, brwsh sabl, celf,
sabre saw, llif sabr, celf,
sack, sach, celf,
sacred, sanctaidd, celf,
sacred monogram, monogram sanctaidd, celf,
saddle, cyfrwy, celf,
saddle stitch, pwyth cyfrwy, celf,
sadism, sadistiaeth, celf,
safe, diogel, celf,
safety, diogelwch, celf,
safety precautions, rhagofalon diogelwch, celf,
safety regulations, rheoliadau diogelwch, celf,
safety switch, switsh diogelu, celf,
sagger, sager, celf,
salient, amlwg, celf,
salon, salon, celf,
sample, sampl, celf,
sampler, sampler, celf,
sandpaper, papur gwydrog, celf,
sandstone, tywodfaen, celf,
sap green, gwyrdd sudd, celf,
sapling, glasbren, celf,
satin, satin, celf,
satin finish, gorffeniad satin, celf,
satin stitch, pwyth satin, celf,
saturate, dirlenwi, celf,
saturated, dirlawn, celf,
saturation, dirlawnder, celf,
saucer, soser, celf,
saw, llif, celf,
saw, llifio, celf,
sawdust, blawd llif, celf,
scab, crachen, celf,
scale, graddfa, celf,
scale of hardness, graddfa galedwch, celf,
scalpel, cyllell llawfeddyg, celf,
scarf, sgarffio, celf,
scarf, sgarff, celf,
scarlet lake, llif sgarlad, celf,
scarlet madder, madr sgarlad, celf,
scatter, gwasgaru, celf,
scattering, gwasgariad, celf,
scene, golygfa, celf,
scene designer, cynllunydd golygfeydd, celf,
scene painter, peintiwr golygfeydd, celf,
scene painting, peintio golygfa, celf,
scenery, golygfa, celf,
schema, sgema, celf,
schematic, sgematig, celf,
scheme, cynllun, celf,
scissors, siswrn, celf,
scissors control, rheolaeth siswrn, celf,
scoop, sgŵp, celf,
scope, cwmpas, celf,
score, rhicio, celf,
scorper, sgorper, celf,
scotch glue, glud scotch, celf,
scotia, sgotia, celf,
scour, sgwrio, celf,
scrap, sgrap, celf,
scrap book, llyfr lloffion, celf,
scrap material, defnydd sgrap, celf,
scrap metal, metel sgrap, celf,
scrape, sgrafellu, celf,
scraper, sgrafell, celf,
scraper cutter, torrell grafu, celf,
scraper equipment, taclau sgrafellu, celf,
scraperboard, sgraffwrdd, celf,
scratch, crafiad, celf,
scratch, crafu, celf,
scrawl, sgriblo, celf,
screen, sgrin, celf,
screen filler, llenwad sgrin, celf,
screen frame, ffrâm sgrin, celf,
screen material, defnydd sgrin, celf,
screen-printing, sgrin-brintio, celf,
screw, sgriw, celf,
screw, sgriwio, celf,
screw eye, sgriw lygad, celf,
screwbinder, rhwymyn sgriw, celf,
screwdriver, tyrnsgriw, celf,
scribble, sgriblo, celf,
scriber, sgrifell, celf,
scrim, sgrim, celf,
script, sgript, celf,
script pen, pen sgript, celf,
scroll, sgrôl, celf,
scroll, sgrolio, celf,
scrolling tool, erfyn sgrolio, celf,
sculpt metal, metel cerfiedig, celf,
sculptor, cerflunydd, celf,
sculptural, cerfluniol, celf,
sculptural form, ffurf gerfluniol, celf,
sculptural unit, uned gerfluniol, celf,
sculpture, cerflunwaith, celf,
sculpturesque, cerflunaidd, celf,
scumble, sgwmbl, celf,
scumble, sgwmblo, celf,
sea green, gwyrdd y môr, celf,
seagrass, morwellt, celf,
seal, selio, celf,
sealer, seliwr, celf,
sealing work, gwaith selio, celf,
seam, sêm, celf,
seam, gwrym, celf,
seamless ferrule, amgarn ddi-sêm, celf,
seascape, morlun, celf,
second fold, ail blyg, celf,
secondary, eilaidd, celf,
secondary clay, clai eilaidd, celf,
secondary colour, lliw eilaidd, celf,
section, toriad, celf,
section, adran, celf,
section, trychiad, celf,
section, trychu, celf,
sectional, adrannol, celf,
sectional, trychiadol, celf,
sectional paper, papur adrannol, celf,
sector, sector, celf,
sediment, gwaddod, celf,
sedimentation, gwaddodiad, celf,
seed, hedyn, celf,
seed vessel, hadlestr, celf,
seger cone, côn seger, celf,
segment, segment, celf,
segregate, arwahanu, celf,
select, dewis, celf,
select, dethol, celf,
selection, detholiad, celf,
self-adhesive, hunanadlynol, celf,
self-portrait, hunanbortread, celf,
selvage, selfais, celf,
semi, rhannol, celf,
semi abstract, lled haniaethol, celf,
semi-opaque, rhannol ddi-draidd, celf,
sensation, synhwyriad, celf,
sense, synnwyr, celf,
sense of touch, synnwyr cyffwrdd, celf,
sensibility, synwyrusrwydd, celf,
sensitivity, sensitifedd, celf,
sensory, synhwyraidd, celf,
sensory-motor, synhwyraidd-weithredol, celf,
sentimental, sentimental, celf,
separatist, ymwahanwr, celf,
separator, ymwahanydd, celf,
sepia, sepia, celf,
sequence, dilyniant, celf,
sequence of images, cyfres o ddelweddau, celf,
sequin, secwin, celf,
series, cyfres, celf,
serif, seriff, celf,
serigraphy, printio â sgrin sidan, celf,
serrated, danheddog, celf,
set, set, celf,
set square, sgwaryn, celf,
setting, gosodiad, celf,
sew, gwnïo, celf,
sewing frame, ffrâm wnïo, celf,
sewing needle, nodwydd wnïo, celf,
sewing press, gwasg wnïo, celf,
sewing process, proses wnïo, celf,
sgraffito, sgraffito, celf,
shade, cysgodlen, celf,
shade, cysgod, celf,
shade, tywyllu, celf,
shading, graddliwio, celf,
shadow, cysgod, celf,
shadow puppet, pyped cysgod, celf,
shank and ring, garan a chylch, celf,
shape, siâp, celf,
shape, siapio, celf,
shaping clay, siapio clai, celf,
sharp, llym, celf,
sharp blade, llafn llym, celf,
sharp point, pwynt llym, celf,
sharp-edged, awchlym, celf,
sharpen, hogi, celf,
sharpener, hogwr, celf,
sharpening, gwahaniaethu, celf,
shavings, naddion, celf,
shears, gwellaif, celf,
shed stick, ffon barthu, celf,
shedding, parthiad, celf,
sheet, dalen, celf,
sheet metal, llenfetel, celf,
sheet metalwork, gwaith llenfetel, celf,
sheeting, defnydd cynfasau, celf,
shelf, silff, celf,
shell, cragen, celf,
shellac, sielac, celf,
shine, sglein, celf,
shine, sgleinio, celf,
shiny paper, papur sglein, celf,
shred, cerpyn, celf,
shred, carpio, celf,
shredded paper, carpion papur, celf,
shrine, creirfa, celf,
shrink, culhau, celf,
shrink, pannu, celf,
shrinkage, culhad, celf,
shuttle, gwennol, celf,
shuttle bobbin, bobin gwennol, celf,
siccative, sychydd, celf,
side cutting pliers, gefel ochr dorri, celf,
side elevation, ochrolwg, celf,
side-cutters, torrell ochr, celf,
side-cutting pliers, gefelen ochr-dorri, celf,
sideboard, seld, celf,
sieve, gogr, celf,
sieving brush, brwsh rhidyllu, celf,
sifter jar, jar ridyllu, celf,
sign, arwydd, celf,
sign painting, paentiad arwydd, celf,
sign painting, peintio arwydd, celf,
significance, arwyddocâd, celf,
significant, arwyddocaol, celf,
silhouette, silwét, celf,
silica, silica, celf,
silicon, silicon, celf,
silicone polish, llathrydd silicon, celf,
silk, sidan, celf,
silk finish paper, papur sglein sidan, celf,
silk-screen printing, printio â sgrin sidan, celf,
silkscreen, sgrin sidan, celf,
silkscreen process, proses sgrin sidan, celf,
silver, arian, celf,
silver solder, sodr arian, celf,
silver soldering, ariansodro, celf,
silver tooling leaf, dalen offer arian, celf,
silversmith, gof arian, celf,
similarity, tebygrwydd, celf,
similarity, cyflunedd, celf,
similarity of colour, tebygrwydd lliw, celf,
similarity of tone, tebygrwydd tôn, celf,
simultaneous, cydamserol, celf,
single section book, llyfr un-darn, celf,
single-section, un-darn, celf,
sink, sinc, celf,
sinter, sinter, celf,
sinter, sinteru, celf,
situation, sefyllfa, celf,
sixway punch, pwnsh chweffordd, celf,
size, seis, celf,
size, seisio, celf,
size, maint, celf,
skating, bonynnu, celf,
skein, sgein, celf,
skeleton, sgerbwd, celf,
sketch, braslun, celf,
sketch, darlun, celf,
sketch, braslunio, celf,
sketch block, bloc cynllunio, celf,
sketch pad, pad braslunio, celf,
sketch paper, papur braslunio, celf,
sketch plan, braslun cynllunio, celf,
sketch-book, llyfr braslunio, celf,
sketching charcoal, siarcol braslunio, celf,
sketching easel, îsl braslunio, celf,
skew chisel, cŷn goledd, celf,
skill, sgìl, celf,
skirt, sgert, celf,
skiver, sgifer, celf,
skiving knife, cyllell sgifio, celf,
slab, slab, celf,
slab pottery, crochenwaith slab, celf,
slag, slag, celf,
slant, goledd, celf,
slant edge, ymyl oledd, celf,
slant height, uchder oledd, celf,
slanting, ar oledd, celf,
sleeve, llawes, celf,
slice, tafell, celf,
slide, llithr, celf,
slide, llithro, celf,
slide sequence, dilyniant sleidiau, celf,
sliding fence, ffens lithr, celf,
slim, main, celf,
slim knife, cyllell fain, celf,
slip, slip, celf,
slip casting, castin slip, celf,
slip clay, clai slip, celf,
slip stain, staen slip, celf,
slip tracer, dargopïwr slip, celf,
slip tracing, llwybro slip, celf,
slip ware, crochenwaith slip, celf,
small letter, llythyren fach, celf,
small scale, graddfa fach, celf,
smear, iriad, celf,
smock, smoc, celf,
smooth, llyfn, celf,
smooth finish, gorffeniad llyfn, celf,
smooth surface, arwyneb llyfn, celf,
smooth texture, gwead llyfn, celf,
smudge, smwtsio, celf,
snail's trail pattern, patrwm ôl y falwen, celf,
snap fastener, ffasnydd snap, celf,
snips, snipiwr, celf,
soak, mwydo, celf,
soap, sebon, celf,
soap flakes, fflochion sebon, celf,
soapless, disebon, celf,
soapless detergent, glanedydd disebon, celf,
soapy, sebonllyd, celf,
soapy water, dŵr sebon, celf,
soft, meddal, celf,
soft cloth, cadach meddal, celf,
soft consistency, ansawdd meddal, celf,
soft ground etching, ysgythru ar rwnd meddal, celf,
soft hair brush, brwsh blew meddal, celf,
soft head, pen meddal, celf,
soft soap, sebon meddal, celf,
soft texture, gwead meddal, celf,
soft touch, cyffyrddiad ysgafn, celf,
soften, meddalu, celf,
solder, sodr, celf,
solder, sodro, celf,
soldered, sodrog, celf,
solid, solet, celf,
solidify, caledu, celf,
solidity, cadernid, celf,
soluble, hydawdd, celf,
soluble varnish, farnais hydawdd, celf,
solution, hydoddiant, celf,
solvent, hydoddydd, celf,
sombre atmosphere, awyrgylch prudd, celf,
sound effects, effeithiau sain, celf,
source, ffynhonnell, celf,
source of light, tarddiad goleuni, celf,
space, gofod, celf,
space, gwaglyn, celf,
spaced warp, ystof wahanedig, celf,
spacing, bylchiad, celf,
span, rhychwant, celf,
spare blade, llafn sbâr, celf,
spatial, gofodol, celf,
spatial configuration, ffurfwedd ofodol, celf,
spatial feature, nodwedd ofodol, celf,
spatial orientation, cyfeiriadaeth ofodol, celf,
spatial relationship, cydberthynas ofodol, celf,
spatula, sbatwla, celf,
specific, penodol, celf,
specification, manyleb, celf,
speckle, brychni, celf,
speckle, brychu, celf,
spectrum, sbectrwm, celf,
spectrum palette, palet sbectrwm, celf,
sphere, sffêr, celf,
spherical, sfferig, celf,
spin, troelli, celf,
spindle, gwerthyd, celf,
spine, meingefn, celf,
spinning wheel, troell nyddu, celf,
spiral, sbiral, celf,
spirit, gwirod, celf,
spirit marker, marciwr gwirod, celf,
spirit stain, staen gwirod, celf,
spirit varnish, farnais gwirod, celf,
spirits of turpentine, gwirod tyrpant, celf,
splash, tasgu, celf,
splitting, hollti, celf,
spoke, adain olwyn, celf,
spokeshave, rhasgl, celf,
sponge, sbwng, celf,
sponge, sbwngio, celf,
sponge rubber, rwber sbwng, celf,
spool, sbŵl, celf,
spool rack, rac sbwliau, celf,
spoon, llwy, celf,
spot, smotyn, celf,
spot drop glass, diferwydr, celf,
spout, pig, celf,
spray, chwistrelliad, celf,
spray booth, bwth chwistrellu, celf,
spray diffuser, tryledwr chwistrell, celf,
spray gun, gwn chwistrellu, celf,
spray painting, paentiad chwistrell, celf,
spray painting, peintio chwistrell, celf,
sprayer, chwistrellwr, celf,
spread, lledaenu, celf,
spreader, lledaenydd, celf,
sprinkle, ysgeintio, celf,
sprinkler, ysgeintell, celf,
spun wool, edafedd gwlân, celf,
spur, sbardun, celf,
spy hole, twll sbïo, celf,
square, sgwâr, celf,
square, sgwario, celf,
squeegee, gwesgi, celf,
squeeze, gwasgu, celf,
squiggle, sgwigl, celf,
squirrel hair brush, brwsh blew gwiwer, celf,
stability, sefydlogrwydd, celf,
stability, sadrwydd, celf,
stabilizer, sefydlogydd, celf,
stable, sefydlog, celf,
stage, llwyfan, celf,
stagecraft, crefft llwyfan, celf,
stages of dyeing, camau'r llifo, celf,
stagger, darwahanu, celf,
stain, staen, celf,
stain, staenio, celf,
stained glass, gwydr lliw, celf,
stained glaze, gwydredd lliw, celf,
stake, polyn, celf,
stake, bonyn, celf,
staking cane, gwialen fonynnu, celf,
stance, safiad, celf,
stand, stand, celf,
standing press, gwasg unionsyth, celf,
staple, styffylu, celf,
staple, stwffwl, celf,
staple gun, gwn styffylu, celf,
staple yarn, edafedd toredig, celf,
stapler, styffylwr, celf,
starch, startsh, celf,
starch, startsio, celf,
statue, cerflun, celf,
statuette, cerflun bach, celf,
stay, gwanas, celf,
steam, ager, celf,
steam cleaning, glanhau gydag ager, celf,
steam de-waxing, digwyro gydag ager, celf,
steam iron, haearn ager, celf,
steel, dur, celf,
steel mesh, rhwyddur, celf,
steel wool, gwlân dur, celf,
stem, coes, celf,
stem stitch, pwyth conyn, celf,
stencil, stensil, celf,
stencil brush, brwsh stensil, celf,
stencil cutter, torrell stensil, celf,
stencil knife, cyllell stensil, celf,
stencil paper, papur stensil, celf,
stencil pattern, patrwm stensil, celf,
stick, ffon, celf,
stick, glynu, celf,
stick printing, printio â phren, celf,
stick puppet, pyped pren, celf,
sticky, gludiog, celf,
sticky tape, tâp glynu, celf,
stiff, anystwyth, celf,
stiff board, bwrdd caled, celf,
stiff cover, clawr caled, celf,
stiff wire, gwifren anystwyth, celf,
still, llonydd, celf,
still-life, bywyd llonydd, celf,
stilt, stilt, celf,
stimulant, symbylydd, celf,
stimulate, ysgogi, celf,
stimulus, ysgogiad, celf,
stipple, dotwaith, celf,
stipple, dotweithio, celf,
stipple drawing, lluniad dotwaith, celf,
stipple engraving, ysgythriad dotwaith, celf,
stir, troi, celf,
stirring rod, rhoden droi, celf,
stitch, pwyth, celf,
stitch, pwytho, celf,
stitch holder, pìn cadw pwythau, celf,
stitch length adjustment, rheolydd hyd pwyth, celf,
stitched calico mop, mop calico wedi'i bwytho, celf,
stitchery, pwythwaith, celf,
stitching frame, ffrâm bwytho, celf,
stitching press, gwasg bwytho, celf,
stitching tool, erfyn pwytho, celf,
stockinette, stocinét, celf,
stocking, hosan, celf,
stone, carreg, celf,
stone carving, cerfio carreg, celf,
stone-tumbling, carreg-dwmblo, celf,
stoneware, crochenwaith caled, celf,
stoneware glaze, gwydredd crochenwaith, celf,
stonework, gwaith carreg, celf,
stool, stôl, celf,
stopping-out varnish, farnais atal, celf,
storage, storfa, celf,
storage cupboard, cwpwrdd storio, celf,
storage drawer, drôr storio, celf,
store, storfa, celf,
storyboard, bwrdd stori, celf,
stove, stof, celf,
straight, syth, celf,
straight bodkin, botgin syth, celf,
straight edge, ymyl syth, celf,
straight line, llinell syth, celf,
straight snips, snipiwr syth, celf,
straighten, unioni, celf,
strain, hidlo, celf,
strainer, hidlen, celf,
straining pliers, gefelen dynhau, celf,
strand, ceincio, celf,
strand, cainc, celf,
stranded, ceinciog, celf,
straw, gwelltyn, celf,
strawboard, bwrdd gwellt, celf,
strength, cryfder, celf,
strengthen, cryfhau, celf,
stretch, estyn, celf,
stretched, estynedig, celf,
stretcher, estynnwr, celf,
stretcher piece, darn estyn, celf,
stretcher pliers, gefelen estyn, celf,
striation, rhychiad, celf,
string, llinyn, celf,
string marionette, marionét llinyn, celf,
string puppet, pyped llinyn, celf,
strip, stribed, celf,
strip cartoon, cartŵn stribed, celf,
stroke, strôc, celf,
strong, cryf, celf,
structural, strwythurol, celf,
structure, fframwaith, celf,
structure, adeiladwaith, celf,
structure, strwythur, celf,
stud, styden, celf,
studio, stiwdio, celf,
studio easel, îsl stiwdio, celf,
study, astudiaeth, celf,
study, astudio, celf,
stuff, stwffio, celf,
stuffed fabric, ffabrig wedi'i stwffio, celf,
style, arddull, celf,
stylistic, arddulliadol, celf,
styrene, styren, celf,
styrofoam, ewyn styro, celf,
subdivide, isrannu, celf,
subdivision, israniad, celf,
subject, pwnc, celf,
subject, testun, celf,
subjectivation, goddrychiad, celf,
subjective, goddrychol, celf,
submission, argymhelliad, celf,
submission, ymostyngiad, celf,
substance, sylwedd, celf,
substitute, amnewid, celf,
subtle, cynnil, celf,
subtle movement, symudiad cynnil, celf,
subtractive printing, printio tynnol, celf,
suede finish, gorffeniad swêd, celf,
sugar paper, papur siwgr, celf,
suggest, awgrymu, celf,
suggestion, awgrym, celf,
suitability, cyfaddasrwydd, celf,
suitable background, cefndir addas, celf,
suitable material, defnydd addas, celf,
sulphur, sylffwr, celf,
sulphuric acid, asid sylffwrig, celf,
summation, symiant, celf,
sunrise pattern, patrwm codiad yr haul, celf,
superimpose, arosod, celf,
superposition, arosodiad, celf,
supple twig, brigyn ystwyth, celf,
support, cynhaliad, celf,
support, cynnal, celf,
supremacist, goruchafwr, celf,
surface, arwyneb, celf,
surface decoration, addurn arwyneb, celf,
surface embroidery, brodwaith arwyneb, celf,
surface engraving, ysgythriad arwyneb, celf,
surface plate, plât arwyneb, celf,
surface tension, tyniant arwyneb, celf,
surplus, gweddill, celf,
surrealism, swrealaeth, celf,
surrealist, swrealydd, celf,
suspend, hongian, celf,
suspended, ynghrog, celf,
suspended, crog, celf,
suspended sculpture, cerflunwaith crog, celf,
swatch, casgliad patrymau, celf,
sweat, cysodro, celf,
sweet container, cynhwysydd melysion, celf,
swell, chwyddo, celf,
swell, ymchwydd, celf,
swirl, chwyrlïad, celf,
swirled pattern, patrwm chwyrlïog, celf,
switch, switsh, celf,
switchboard, switsfwrdd, celf,
swivel joint, cymal bwylltid, celf,
sword shape brush, brwsh siâp cleddyf, celf,
sylko, edau sglein, celf,
syloxdex, sylocsdecs, celf,
symbol, symbol, celf,
symbolic, symbolaidd, celf,
symbolic character, cymeriad symbolaidd, celf,
symbolism, symbolaeth, celf,
symbolist, symbolaidd, celf,
symbolist movement, mudiad symbolaidd, celf,
symmetric, cymesur, celf,
symmetrical, cymesur, celf,
symmetry, cymesuredd, celf,
sympathetic, llawn cydymdeimlad, celf,
sympathy, cydymdeimlad, celf,
synthetic, synthetig, celf,
synthetic cane, gwialen synthetig, celf,
synthetic fibre, ffibr synthetig, celf,
synthetic glue, glud synthetig, celf,
synthetic paint, paent synthetig, celf,
synthetic resin, resin synthetig, celf,
synthetic resin glue, glud resin synthetig, celf,
system, system, celf,
system, cyfundrefn, celf,
tabby loom, gwŷdd tabi, celf,
table, bwrdd, celf,
table easel, îsl bwrdd, celf,
table vice, feis fwrdd, celf,
tablecloth, lliain bwrdd, celf,
tablet, tabled, celf,
tablet loom, gwŷdd tabled, celf,
tablet weaving, gwehyddu tabled, celf,
tachism, tasiaeth, celf,
tack, tac, celf,
tack, tacio, celf,
tacker, taciwr, celf,
tacky, gludiog, celf,
tactile, cyffyrddol, celf,
tactile consciousness, ymwybyddiaeth gyffyrddol, celf,
tactile imagination, dychymyg cyffyrddol, celf,
tactile sensation, synhwyriad cyffyrddol, celf,
tag lace, carrai tag, celf,
talc, talc, celf,
tallow, gwêr, celf,
tambour, tabwrdd, celf,
tambour frame, ffrâm frodio gron, celf,
tape, tâp, celf,
tape sequence, dilyniant tâp, celf,
tape-measure, tâp mesur, celf,
taper, tapr, celf,
taper, tapro, celf,
tapestry, tapestri, celf,
tapestry wool, edafedd tapestri, celf,
taps and dies, tapiau a deiau, celf,
target, targed, celf,
tarnish, tarnais, celf,
tarnish, tarneisio, celf,
tassel, tasel, celf,
taut, tynn, celf,
tear, rhwyg, celf,
tear, rhwygo, celf,
tease, cribo gwlân, celf,
teaser, cribwr, celf,
technical, technegol, celf,
technique, techneg, celf,
television, teledu, celf,
tempera, tempera, celf,
tempera colour, lliw tempera, celf,
tempera painting, paentiad tempera, celf,
tempera painting, peintio tempera, celf,
temperature, tymheredd, celf,
template, patrymlun, celf,
temporary, dros dro, celf,
tenon saw, llif dyno, celf,
tensile, tynnol, celf,
tensile strength, cryfder tynnol, celf,
tension, tyndra, celf,
tenter hook, bach deintur, celf,
tepid, claear, celf,
terra cotta, terra cotta, celf,
terylene, terylene, celf,
terylene gauze, rhwyllen derylen, celf,
test, profi, celf,
textile, tecstil, celf,
textile colour, lliw tecstil, celf,
textural, gweadeddol, celf,
texture, gwead, celf,
texture, gweadedd, celf,
texture rubbing, ffrotais gwead, celf,
textured material, defnydd gweadog, celf,
textured surface, arwyneb gweadog, celf,
theatre, theatr, celf,
theatre design, dylunio ar gyfer y theatr, celf,
theatrical, theatraidd, celf,
theatrical production, cynhyrchiad theatraidd, celf,
theme, thema, celf,
theory, theori, celf,
theory, damcaniaeth, celf,
thermal, thermol, celf,
thermal conductivity, dargludedd thermol, celf,
thermometer, thermomedr, celf,
thermoplastic, thermoplastig, celf,
thermoscope, thermosgop, celf,
thermosetting, thermosodol, celf,
thermostat, thermostat, celf,
thick, trwchus, celf,
thick, tew, celf,
thick plate glass, platwydr trwchus, celf,
thicken, tewychu, celf,
thickness, trwch, celf,
thimble, gwniadur, celf,
thin, tenau, celf,
thin, teneuo, celf,
thinner, teneuydd, celf,
thinning medium, cyfrwng teneuo, celf,
thixotropic, thicsotropig, celf,
thong, carrai, celf,
thread, edau, celf,
thread, edafu, celf,
threading hook, bach edafu, celf,
three-dimensional, tri dimensiwn, celf,
three-dimensional modelling, modelu tri dimensiwn, celf,
three-division saucer, soser deir-ran, celf,
three-ply wood, pren tairhaenog, celf,
three-ply wool, edafedd tair cainc, celf,
throw, tafliad, celf,
thrown shape, siâp a daflwyd, celf,
thumb, bawd, celf,
thumbnail sketch, braslun bawd, celf,
ticket, tocyn, celf,
ticket board, bwrdd tocynnau, celf,
tie, cwlwm, celf,
tie, clymu, celf,
tie and dye, clymu a llifo, celf,
tierspoint arch, bwa tiersbwynt, celf,
tight, tynn, celf,
tighten, tynhau, celf,
tile, teilsen, celf,
tile, teilsio, celf,
tile cement, sment teils, celf,
tilt, gogwydd, celf,
tilted, ar ogwydd, celf,
tin, tun, celf,
tinctorial, trwythol, celf,
tincture, trwyth, celf,
tinge, gwawr, celf,
tinsel, tinsel, celf,
tint, arlliw, celf,
tint, arlliwio, celf,
tinted, arlliwedig, celf,
tinted paper, papur arlliwedig, celf,
tissue paper, papur sidan, celf,
titanium, titaniwm, celf,
titanium white, gwyn titaniwm, celf,
titanium(iv) oxide, titaniwm(iv) ocsid, celf,
title page, wynebddalen, celf,
tone, tôn, celf,
tone value, gwerth tôn, celf,
tongue and groove joint, uniad tafod a rhych, celf,
tool set steel, dur offer, celf,
top, top, celf,
top, pen, celf,
top loading kiln, odyn dop-lwytho, celf,
topographical, topograffigol, celf,
topological, topolegol, celf,
topple, dymchwel, celf,
torso, torso, celf,
totality, crynswth, celf,
totem, totem, celf,
touch, cyffyrddiad, celf,
touch, cyffwrdd, celf,
tough, gwydn, celf,
toughness, gwydnwch, celf,
towel, tywel, celf,
towelling, tywelin, celf,
toxic, gwenwynig, celf,
trace, olin, celf,
tracery, treswaith, celf,
tracing cloth, lliain dargopïo, celf,
tracing paper, papur dargopïo, celf,
tracing wheel, olwyn ddargopïo, celf,
tradition, traddodiad, celf,
traditional, traddodiadol, celf,
tragedy, trasiedi, celf,
trail, llwybr, celf,
trail, llwybro, celf,
transfer, troslun, celf,
transfer ink, inc troslunio, celf,
transfer paper, papur troslunio, celf,
transition, trawsnewidiad, celf,
transitory, dros dro, celf,
translate, cyfieithu, celf,
translate, trosi, celf,
translation, cyfieithiad, celf,
translation, trosiad, celf,
translucency, tryleuedd, celf,
translucent, tryleu, celf,
translucent colour, lliw tryleu, celf,
translucent enamel, enamel tryleu, celf,
translucent materials, defnyddiau tryleu, celf,
transparency, tryloywder, celf,
transparent, tryloyw, celf,
transparent brown, brown tryloyw, celf,
transparent colour, lliw tryloyw, celf,
transparent enamel, enamel tryloyw, celf,
transparent glaze, gwydredd tryloyw, celf,
transparent gummed paper, papur gwm tryloyw, celf,
transparent material, defnydd tryloyw, celf,
transparent paper, papur tryloyw, celf,
transparent ruler, riwl dryloyw, celf,
trapezoid, trapesoid, celf,
tray, hambwrdd, celf,
tray base, sylfaen hambwrdd, celf,
tray cloth, lliain hambwrdd, celf,
treadle, troedlath, celf,
treatment, triniaeth, celf,
tree branch, cangen coeden, celf,
trestle, trestl, celf,
trial, arbrawf, celf,
trial, arbrofol, celf,
